228	мясом	мясом	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#322.955#323.354
229	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#323.354#323.753
230	рассказывайте	рассказывать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#323.753#324.152
231	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#324.152#324.551
232	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@szs1962f-words#@szs1962f#324.551#324.95
233	не	не	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#324.95#325.349
234	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#325.349#325.748
235	ничего	ничто	PRON	_	Case=Gen	_	_	_	@szs1962f-words#@szs1962f#325.748#326.16
236	мм	мм	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#339.3#339.55
237	послушай	послушать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#364.8#365.2
238	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#365.2#365.6
239	а	а	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#365.6#366.0
240	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@szs1962f-words#@szs1962f#366.0#366.4
241	что	что	PRON	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#366.4#366.8
242	заинтересовало	заинтересовать	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#366.8#367.2
243	больше	больше	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#367.2#367.6
244	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#367.6#368.0
245	Мериме	Мериме	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#368.0#368.4
246	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#368.4#368.8
247	Бизе	Бизе	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#368.8#369.2
248	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#389.3#389.728
249	этом	этот	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#389.728#390.156
250	спектакле	спектакль	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#390.156#390.584
251	всё-таки	всё-таки	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#390.584#391.012
252	помимо	помимо	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#391.012#391.44
253	Бизе	Бизе	PROPN	_	Animacy=Anim|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#391.44#391.868
254	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#391.868#392.296
255	без	без	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#392.296#392.724
256	которого	который	PRON	_	Case=Gen	_	_	_	@szs1962f-words#@szs1962f#392.724#393.152
257	никуда	никуда	ADV	_	Degree=Pos	_	_	_	@szs1962f-words#@szs1962f#393.152#393.58
258	не	не	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#393.58#394.008
259	обойтись	обойтись	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#394.008#394.436
260	когда	когда	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#394.436#394.864
261	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@szs1962f-words#@szs1962f#394.864#395.292
262	говорим	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#395.292#395.72
263	о	о	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#395.72#396.148
264	музыкальном	музыкальный	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#396.148#396.576
265	воплощении	воплощение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#396.576#397.004
266	Кармен	Кармен	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#397.004#397.432
267	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#397.432#397.86
268	есть	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#397.86#398.288
269	ещё	ещё	ADV	_	Degree=Pos	_	_	_	@szs1962f-words#@szs1962f#398.288#398.716
270	что	что	PRON	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#398.716#399.144
271	мне	Я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@szs1962f-words#@szs1962f#399.144#399.572
272	показалось	показатьсЯ	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@szs1962f-words#@szs1962f#399.572#400.0
273	очень	очень	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#400.0#400.428
274	интересным	интересный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#400.428#400.856
275	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#400.856#401.284
276	хотя	хотя	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#401.284#401.712
277	пародоксальным	пародоксальный	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#401.712#402.14
278	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#402.14#402.568
279	арабские	арабский	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#402.568#402.996
280	народные	народный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#402.996#403.424
281	мотивы	мотив	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#403.424#403.852
282	на	на	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#403.852#404.28
283	национальных	национальный	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#404.28#404.708
284	инструментах	инструмент	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#404.708#405.136
285	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#405.136#405.564
286	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#405.564#405.992
287	наверно	наверно	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#405.992#406.42
288	уже	уже	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#406.42#406.848
289	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#406.848#407.276
290	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#407.276#407.704
291	отсылка	отсылка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#407.704#408.132
292	вот	вот	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#408.132#408.56
293	к	к	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#408.56#408.988
294	Севилье	Севилья	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#408.988#409.416
295	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#409.416#409.844
296	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#409.844#410.272
297	к	к	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#410.272#410.7
298	Мавритании	Мавритания	PROPN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#410.7#411.128
299	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#411.128#411.556
300	куда-то	куда-то	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#411.556#411.984
301	вот	вот	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#411.984#412.412
302	туда	туда	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#412.412#412.84
303	да	да	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#412.84#413.29
304	мм	мм	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#416.99#417.245
305	да	да	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#417.245#417.5
306	такого	такой	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#420.59#420.895
307	востока	восток	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#420.895#421.2
308	мм	мм	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#433.2#433.48
309	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#439.5#439.862
310	ещё	еще	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#439.862#440.224
311	возникла	возникнуть	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#440.224#440.586
312	идея	идея	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#440.586#440.948
313	что	что	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#440.948#441.31
314	каждый	каждый	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#441.31#441.672
315	персонаж	персонаж	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#441.672#442.034
316	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@szs1962f-words#@szs1962f#442.034#442.396
317	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#442.396#442.758
318	э	э	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#442.758#443.12
319	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#443.12#443.482
320	трёх	три	NUM	_	Case=Loc	_	_	_	@szs1962f-words#@szs1962f#443.482#443.844
321	лицах	лицо	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#443.844#444.206
322	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#444.206#444.568
323	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#444.568#444.93
324	э	э	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#444.93#445.292
325	м	м	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#445.292#445.654
326	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#445.654#446.016
327	Хо...	Хосе	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#446.016#446.378
328	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#446.378#446.74
329	случае	случай	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#446.74#447.102
330	дона	дон	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#447.102#447.464
331	Хосе	Хосе	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#447.464#447.826
332	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#447.826#448.188
333	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#448.188#448.55
334	Балуев	Балуев	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#448.55#448.912
335	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#448.912#449.274
336	драматический	драматический	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#449.274#449.636
337	артист	артист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#449.636#450.01
338	Хачатур	Хачатур	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#451.16#451.586
339	Бадалян	Бадалян	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#451.586#452.012
340	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#452.012#452.438
341	тенор	тенор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#452.438#452.864
342	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#452.864#453.29
343	ещё	ещё	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#453.29#453.716
344	ш...	ш...	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#453.716#454.142
345	мм	мм	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#454.142#454.568
346	танцовщик	танцовщик	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#454.568#455.0
347	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#455.6#455.913
348	то	то	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#455.913#456.226
349	же	же	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#456.226#456.539
350	самое	самый	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#456.539#456.852
351	происходит	происходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#456.852#457.165
352	с	с	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#457.165#457.478
353	Кармен	Кармен	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#457.478#457.791
354	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#457.791#458.104
355	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@szs1962f-words#@szs1962f#458.104#458.417
356	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#458.417#458.73
357	двух	два	NUM	_	Case=Loc	_	_	_	@szs1962f-words#@szs1962f#458.73#459.043
358	воплощениях	воплощение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#459.043#459.356
359	да	да	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#459.356#459.669
360	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#459.669#459.982
361	балерина	балерина	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#459.982#460.295
362	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#460.295#460.608
363	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#460.608#460.921
364	певица	певица	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#460.921#461.25
365	смотрим	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#462.0#462.471
366	фрагмент	фрагмент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#462.471#462.942
367	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#462.942#463.413
368	спектакля	спектакль	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#463.413#463.884
369	Кармен	Кармен	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#463.884#464.355
370	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#464.355#464.826
371	пожалуйста	пожалуйста	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#464.826#465.3
372	[нрзб]	[нрзб]	X	_	_	_	_	_	@pmk1959m-words#@pmk1959m#185.64#186.44
373	певица	певица	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#189.71#190.25
374	как	как	SCONJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#190.78#191.23
375	чтица	чтица	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#191.23#191.68
376	ээ	ээ	INTJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#191.68#192.13
377	угу	угу	INTJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#193.09#193.44
378	[нрзб]	[нрзб]	X	_	_	_	_	_	@pmk1959m-words#@pmk1959m#284.8#285.53
379	скажи	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@pmk1959m-words#@pmk1959m#286.77#287.039
380	пожалуйста	пожалуйста	ADV	_	_	_	_	_	@pmk1959m-words#@pmk1959m#287.039#287.308
381	ну	ну	PART	_	_	_	_	_	@pmk1959m-words#@pmk1959m#287.308#287.577
382	т...	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pmk1959m-words#@pmk1959m#287.577#287.846
383	при	при	ADP	_	_	_	_	_	@pmk1959m-words#@pmk1959m#287.846#288.115
384	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#288.115#288.384
385	у	у	ADP	_	_	_	_	_	@pmk1959m-words#@pmk1959m#288.384#288.653
386	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@pmk1959m-words#@pmk1959m#288.653#288.922
387	там	там	ADV	_	_	_	_	_	@pmk1959m-words#@pmk1959m#288.922#289.191
388	есть	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@pmk1959m-words#@pmk1959m#289.191#289.46
389	к...	к...	INTJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#289.46#289.729
390	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#289.729#289.998
391	хор	хор	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#289.998#290.267
392	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#290.267#290.536
393	ээ	ээ	INTJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#290.536#290.805
394	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#290.805#291.074
395	который	который	PRON	_	Case=Nom	_	_	_	@pmk1959m-words#@pmk1959m#291.074#291.343
396	поют	петь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pmk1959m-words#@pmk1959m#291.343#291.612
397	там	там	ADV	_	Degree=Pos	_	_	_	@pmk1959m-words#@pmk1959m#291.612#291.881
398	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#291.881#292.15
399	у	у	ADP	_	_	_	_	_	@pmk1959m-words#@pmk1959m#292.15#292.419
400	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@pmk1959m-words#@pmk1959m#292.419#292.688
401	есть	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Plur|Tense=Pres|VerbForm=Fin|Voice=Acy	_	_	_	@pmk1959m-words#@pmk1959m#292.688#292.957
402	ээ	ээ	INTJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#292.957#293.226
403	солисты	солист	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#293.226#293.495
404	вокалисты	вокалист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pmk1959m-words#@pmk1959m#293.495#293.764
405	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#293.764#294.033
406	и	и	CCONJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#294.033#294.302
407	во	в	ADP	_	_	_	_	_	@pmk1959m-words#@pmk1959m#294.302#294.571
408	французской	французский	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#294.571#294.84
409	части	часть	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#294.84#295.109
410	и	и	CCONJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#295.109#295.378
411	в	в	ADP	_	_	_	_	_	@pmk1959m-words#@pmk1959m#295.378#295.647
412	русской	русский	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#295.647#295.916
413	части	часть	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#295.916#296.185
414	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#296.185#296.454
415	солисты	солист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pmk1959m-words#@pmk1959m#296.454#296.73
416	солисты	солист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pmk1959m-words#@pmk1959m#297.15#297.68
417	солистка	солистка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#298.29#299.013
418	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#299.013#299.736
419	[нрзб]	[нрзб]	X	_	_	_	_	_	@pmk1959m-words#@pmk1959m#299.736#300.46
420	но	но	CCONJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#302.09#302.297
421	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pmk1959m-words#@pmk1959m#302.297#302.504
422	же	же	PART	_	_	_	_	_	@pmk1959m-words#@pmk1959m#302.504#302.711
423	но	но	CCONJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#302.711#302.918
424	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pmk1959m-words#@pmk1959m#302.918#303.125
425	же	же	PART	_	_	_	_	_	@pmk1959m-words#@pmk1959m#303.125#303.332
426	писал	писать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@pmk1959m-words#@pmk1959m#303.332#303.539
427	эту	этот	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#303.539#303.746
428	музыку	музыка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#303.746#303.96
429	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pmk1959m-words#@pmk1959m#304.5#304.716
430	то есть	то есть	ADV	_	_	_	_	_	@pmk1959m-words#@pmk1959m#304.716#304.932
431	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pmk1959m-words#@pmk1959m#324.79#325.136
432	зна...	знать	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#325.136#325.482
433	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pmk1959m-words#@pmk1959m#325.482#325.828
434	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pmk1959m-words#@pmk1959m#325.828#326.174
435	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#326.174#326.52
436	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pmk1959m-words#@pmk1959m#326.52#326.866
437	могу	мочь	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pmk1959m-words#@pmk1959m#326.866#327.212
438	прям	прямо	PART	_	_	_	_	_	@pmk1959m-words#@pmk1959m#327.212#327.558
439	пошагово	пошагово	ADV	_	_	_	_	_	@pmk1959m-words#@pmk1959m#327.558#327.904
440	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#327.904#328.25
441	аа	а	INTJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#328.25#328.596
442	ээ	ээ	X	_	Foreign=Yes	_	_	_	@pmk1959m-words#@pmk1959m#328.596#328.942
443	б...	б...	INTJ	_	_	_	_	_	@pmk1959m-words#@pmk1959m#328.942#329.288
444	все	все	PRON	_	Animacy=Inan|Case=Acc|Number=Plur	_	_	_	@pmk1959m-words#@pmk1959m#329.288#329.634
445	/	/	PUNCT	_	_	_	_	_	@pmk1959m-words#@pmk1959m#329.634#329.98
446	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pmk1959m-words#@pmk1959m#329.98#330.326
447	вот	вот	PART	_		_	_	_	@pmk1959m-words#@pmk1959m#330.326#330.672
448	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#330.672#331.018
449	голос	голос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#331.018#331.364
450	всё	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#331.364#331.71
451	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pmk1959m-words#@pmk1959m#331.71#332.056
