205;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@pnn1971m-words#@pnn1971m#173.94#174.42
206;уступает;уступать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#174.42#174.9
207;только;только;PART;_;_;_;_;_;@pnn1971m-words#@pnn1971m#174.9#175.38
208;самозарЯдным;самозарЯдный;ADJ;_;Case=Dat|Degree=Pos|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#175.38#175.86
209;карабинам;карабина;NOUN;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#175.86#176.34
210;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#176.34#176.82
211;где;где;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#176.82#177.3
212;длЯ;длЯ;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#177.3#177.78
213;перезарЯжаниЯ;перезарЯжание;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#177.78#178.26
214;используетсЯ;использовать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass;_;_;_;@pnn1971m-words#@pnn1971m#178.26#178.74
215;автоматика;автоматика;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#178.74#179.22
216;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#179.22#179.7
217;энергиЯ;энергиЯ;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#179.7#180.18
218;пороховых;пороховой;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#180.18#180.66
219;газов;газ;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#180.66#181.14
220;или;или;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#181.14#181.62
221;свободного;свободный;ADJ;_;Case=Gen|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#181.62#182.1
222;затвора;затвор;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#182.1#182.6
223;среди;среди;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#183.0#183.368
224;оружиЯ;оружие;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#183.368#183.736
225;с;с;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#183.736#184.104
226;ручным;ручной;ADJ;_;Case=Ins|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#184.104#184.472
227;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#184.472#184.84
228;ээ;ээ;INTJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#184.84#185.208
229;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#185.208#185.576
230;перезарЯжанием;перезарЯжание;NOUN;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#185.576#185.944
231;карабины;карабин;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#185.944#186.312
232;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#186.312#186.68
233;винтовки;винтовка;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#186.68#187.048
234;со;с;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#187.048#187.416
235;скобой;скоба;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#187.416#187.784
236;ѓенри;ѓенри;PROPN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#187.784#188.152
237;по;по;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#188.152#188.52
238;сей;сей;DET;_;Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#188.52#188.888
239;день;день;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#188.888#189.256
240;ЯвлЯютсЯ;ЯвлЯтьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@pnn1971m-words#@pnn1971m#189.256#189.624
241;лидерами;лидер;NOUN;_;Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#189.624#190.0
242;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@pnn1971m-words#@pnn1971m#190.5#190.876
243;обратите;обратить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#190.876#191.252
244;внимание;внимание;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#191.252#191.628
245;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#191.628#192.004
246;что;что;SCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#192.004#192.38
247;при;при;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#192.38#192.756
248;стрельбе;стрельба;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#192.756#193.132
249;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#193.132#193.508
250;когда;когда;SCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#193.508#193.884
251;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@pnn1971m-words#@pnn1971m#193.884#194.26
252;спускаете;пускать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#194.26#194.636
253;курок;курок;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#194.636#195.012
254;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#195.012#195.388
255;происходит;происходить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#195.388#195.764
256;выстрел;выстрел;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#195.764#196.14
257;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#196.14#196.516
258;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@pnn1971m-words#@pnn1971m#196.516#196.892
259;просто;просто;PART;_;_;_;_;_;@pnn1971m-words#@pnn1971m#196.892#197.268
260;двигаете;двигать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#197.268#197.644
261;спусковую;спусковой;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#197.644#198.02
262;скобу;скоба;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#198.02#198.4
263;вниз;вниз;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#199.6#199.866
264;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#199.866#200.132
265;вперед;вперед;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#200.132#200.4
266;ээ;ээ;INTJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#201.0#201.4
267;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#201.4#201.8
268;гильза;гильза;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;;;;
269;выбрасываетсЯ;выбрасывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass;_;_;_;@pnn1971m-words#@pnn1971m#201.8#202.2
270;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#202.2#202.6
271;ээ;ээ;INTJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#202.6#203.0
272;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#203.0#203.4
273;извлекаетсЯ;извлекать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass;_;_;_;@pnn1971m-words#@pnn1971m#203.4#203.8
274;из;из;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#203.8#204.2
275;патронника;патронник;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#204.2#204.6
276;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#204.6#205.0
277;выбрасываетсЯ;выбрасывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass;_;_;_;@pnn1971m-words#@pnn1971m#205.0#205.4
278;за;за;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#205.4#205.8
279;пределы;предел;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#205.8#206.2
280;ствольной;ствольный;ADJ;_;Case=Gen|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#206.2#206.6
281;коробки;коробка;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#206.6#207.0
282;взводитсЯ;взводитьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass;_;_;_;@pnn1971m-words#@pnn1971m#207.7#208.1
283;курок;курок;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#208.1#208.5
284;при;при;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#208.8#209.242
285;движении;движение;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#209.242#209.684
286;скобы;скоба;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#209.684#210.126
287;вперед;вперед;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#210.126#210.568
288;досылаетсЯ;досылатьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass;_;_;_;@pnn1971m-words#@pnn1971m#210.568#211.01
289;очередной;очередной;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#211.01#211.452
290;патрон;патрон;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#211.452#211.894
291;из;из;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#211.894#212.336
292;магазина;магазин;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#212.336#212.778
293;в;в;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#212.778#213.22
294;патронник;патронник;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#213.22#213.662
295;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#213.662#214.104
296;запираетсЯ;запирать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@pnn1971m-words#@pnn1971m#214.104#214.546
297;затвор;затвор;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#214.546#214.988
298;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#214.988#215.43
299;оружие;оружие;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#215.43#215.872
300;готово;готовый;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;_;_;_;@pnn1971m-words#@pnn1971m#215.872#216.314
301;к;к;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#216.314#216.756
302;выстрелу;выстрел;NOUN;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#216.756#217.2
303;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@pnn1971m-words#@pnn1971m#217.5#217.94
304;можете;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#217.94#218.38
305;произвести;произвести;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#218.38#218.82
306;спуск;спуск;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#218.82#219.26
307;при;при;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#219.5#219.94
308;этом;это;PRON;_;Case=Loc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#219.94#220.38
309;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#220.38#220.82
310;ээ;ээ;INTJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#220.82#221.26
311;/;/;PUNCT;_;_;;;;
312;профессиональные;профессиональный;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#221.26#221.7
313;стрелки;стрелок;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#221.7#222.14
314;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#222.14#222.58
315;ну;ну;PART;_;_;_;_;_;@pnn1971m-words#@pnn1971m#222.58#223.02
316;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#223.02#223.46
317;те;тот;DET;_;Case=Nom|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#223.46#223.9
318;кто;кто;PRON;_;Case=Nom;_;_;_;@pnn1971m-words#@pnn1971m#223.9#224.34
319;достаточно;достаточно;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#224.34#224.78
320;хорошо;хорошо;ADV;_;Degree=Pos;_;_;_;@pnn1971m-words#@pnn1971m#224.78#225.22
321;уже;уже;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#225.22#225.66
322;знают;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#225.66#226.1
323;свое;свой;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#226.1#226.54
324;оружие;оружие;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#226.54#226.98
325;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#226.98#227.42
326;мо-могут;могут;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#227.42#227.86
327;стрелЯть;стрелЯть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#227.86#228.3
328;без;без;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#228.3#228.74
329;отрыва;отрыв;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#228.74#229.18
330;оружиЯ;оружие;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#229.18#229.62
331;от;от;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#229.62#230.06
332;плеча;плечо;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#230.06#230.5
333;то есть;то есть;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#231.0#231.269
334;это;это;PRON;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#231.538#231.807
335;вот;вот;PART;_;_;_;_;_;@pnn1971m-words#@pnn1971m#231.807#232.076
336;произведЯ;произвести;VERB;_;Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#232.076#232.345
337;выстрел;выстрел;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#232.345#232.614
338;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#232.614#232.883
339;резкое;резкий;ADJ;_;Case=Acc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#232.883#233.152
340;перезарЯжание;перезарЯжание;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#233.152#233.421
341;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#233.421#233.69
342;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#233.69#233.959
343;тут;тут;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#233.959#234.228
344;же;же;PART;_;_;_;_;_;@pnn1971m-words#@pnn1971m#234.228#234.5
345;на;на;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#235.2#235.566
346;спусковой;спусковой;ADJ;_;Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#235.566#235.932
347;крючок;крючок;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#235.932#236.3
348;то есть;то есть;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#236.4#236.786
349;вам;вы;PRON;_;Case=Dat|Number=Plur|Person=2;_;_;_;@pnn1971m-words#@pnn1971m#237.172#237.558
350;необходимо;необходимый;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;_;_;_;@pnn1971m-words#@pnn1971m#237.558#237.944
351;только;только;PART;_;_;_;_;_;@pnn1971m-words#@pnn1971m#237.944#238.33
352;вести;вести;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#238.33#238.716
353;цель;цель;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#238.716#239.102
354;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#239.102#239.488
355;которую;который;PRON;_;Case=Acc;_;_;_;@pnn1971m-words#@pnn1971m#239.488#239.874
356;у;у;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#239.874#240.26
357;вас;вы;PRON;_;Case=Gen|Number=Plur|Person=2;_;_;_;@pnn1971m-words#@pnn1971m#240.26#240.646
358;допустим;допустим;PART;_;_;_;_;_;@pnn1971m-words#@pnn1971m#240.646#241.032
359;подвижную;подвижный;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#241.032#241.418
360;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#241.418#241.804
361;влево;влево;ADV;_;Degree=Pos;_;_;_;@pnn1971m-words#@pnn1971m#241.804#242.19
362;или;или;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#242.19#242.576
363;вправо;вправо;ADV;_;Degree=Pos;_;_;_;@pnn1971m-words#@pnn1971m#242.576#242.962
364;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#242.962#243.348
365;работать;работать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#243.348#243.734
366;скобой;скоба;NOUN;_;Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#243.734#244.12
367;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#244.12#244.506
368;спусковым;спусковой;ADJ;_;Case=Ins|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#244.506#244.892
369;крючком;крючок;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#244.892#245.278
370;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#245.278#245.664
371;при;при;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#245.664#246.05
372;этом;это;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#246.05#246.436
373;пользоватьсЯ;пользоватьсЯ;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Mid;_;_;_;@pnn1971m-words#@pnn1971m#246.436#246.822
374;естественно;естественно;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#246.822#247.208
375;верхним;верхний;ADJ;_;Case=Ins|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#247.208#247.594
376;целиком;целик;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#247.594#248.0
377;да;да;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#251.6#252.0
378;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#252.9#253.48
379;целик;целик;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#253.48#254.06
380;аутентичный;аутентичный;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#254.06#254.64
381;19;19;NUM;_;_;_;_;_;@pnn1971m-words#@pnn1971m#254.64#255.22
382;века;век;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#255.22#255.8
383;ээ;ээ;INTJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#257.0#257.45
384;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#257.45#257.9
385;его;его;DET;_;Case=Gen|Gender=Masc|Number=Sing|Person=3;_;_;_;@pnn1971m-words#@pnn1971m#257.9#258.35
386;главной;главный;ADJ;_;Case=Ins|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#258.35#258.8
387;особенностью;особенность;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#258.8#259.25
388;заключаетсЯ;заключатьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@pnn1971m-words#@pnn1971m#259.25#259.7
389;в;в;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#259.7#260.15
390;том;то;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#260.15#260.6
391;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#260.6#261.05
392;что;что;SCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#261.05#261.5
393;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@pnn1971m-words#@pnn1971m#261.5#261.95
394;имеет;иметь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#261.95#262.4
395;две;два;NUM;_;Case=Acc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#262.4#262.85
396;прорези;прорезе;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#262.85#263.3
397;одна;один;NUM;_;Case=Nom|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#263.6#263.925
398;очень;очень;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#263.925#264.25
399;очень;очень;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#264.25#264.575
400;узкаЯ;узкий;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#264.575#264.9
401;это;это;PRON;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#265.1#265.429
402;длЯ;длЯ;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#265.429#265.758
403;стрельбы;стрельба;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#265.758#266.087
404;по;по;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#266.087#266.416
405;статичным;статичный;ADJ;_;Case=Dat|Degree=Pos|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#266.416#266.745
406;целЯм;цель;NOUN;_;Animacy=Inan|Case=Dat|Gender=Fem|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#266.745#267.074
407;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#267.074#267.403
408;чтобы;чтобы;SCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#267.403#267.732
409;получить;получить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#267.732#268.061
410;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#268.061#268.39
411;э;э;INTJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#268.39#268.719
412;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#268.719#269.048
413;точный;точный;ADJ;_;Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#269.048#269.377
